row_count,gb_char,utf_bytes,unicode_id,unknown
3053,菊,BED5,83CA,E88F8A
3054,局,BED6,5C40,E5B180
3055,咀,BED7,5480,E59280
3056,矩,BED8,77E9,E79FA9
3057,举,BED9,4E3E,E4B8BE
3058,沮,BEDA,6CAE,E6B2AE
3059,聚,BEDB,805A,E8819A
3060,拒,BEDC,62D2,E68B92
3061,据,BEDD,636E,E68DAE
3062,巨,BEDE,5DE8,E5B7A8
3063,具,BEDF,5177,E585B7
3064,距,BEE0,8DDD,E8B79D
3065,踞,BEE1,8E1E,E8B89E
3066,锯,BEE2,952F,E994AF
3067,俱,BEE3,4FF1,E4BFB1
3068,句,BEE4,53E5,E58FA5
3069,惧,BEE5,60E7,E683A7
3070,炬,BEE6,70AC,E782AC
3071,剧,BEE7,5267,E589A7
3072,捐,BEE8,6350,E68D90
3073,鹃,BEE9,9E43,E9B983
3074,娟,BEEA,5A1F,E5A89F
3075,倦,BEEB,5026,E580A6
3076,眷,BEEC,7737,E79CB7
3077,卷,BEED,5377,E58DB7
3078,绢,BEEE,7EE2,E7BBA2
3079,撅,BEEF,6485,E69285
3080,攫,BEF0,652B,E694AB
3081,抉,BEF1,6289,E68A89
3082,掘,BEF2,6398,E68E98
3083,倔,BEF3,5014,E58094
3084,爵,BEF4,7235,E788B5
3085,觉,BEF5,89C9,E8A789
3086,决,BEF6,51B3,E586B3
3087,诀,BEF7,8BC0,E8AF80
3088,绝,BEF8,7EDD,E7BB9D
3089,均,BEF9,5747,E59D87
3090,菌,BEFA,83CC,E88F8C
3091,钧,BEFB,94A7,E992A7
3092,军,BEFC,519B,E5869B
3093,君,BEFD,541B,E5909B
3094,峻,BEFE,5CFB,E5B3BB
3101,俊,BFA1,4FCA,E4BF8A
3102,竣,BFA2,7AE3,E7ABA3
3103,浚,BFA3,6D5A,E6B59A
3104,郡,BFA4,90E1,E983A1
3105,骏,BFA5,9A8F,E9AA8F
3106,喀,BFA6,5580,E59680
3107,咖,BFA7,5496,E59296
3108,卡,BFA8,5361,E58DA1
3109,咯,BFA9,54AF,E592AF
3110,开,BFAA,5F00,E5BC80
3111,揩,BFAB,63E9,E68FA9
3112,楷,BFAC,6977,E6A5B7
3113,凯,BFAD,51EF,E587AF
3114,慨,BFAE,6168,E685A8
3115,刊,BFAF,520A,E5888A
3116,堪,BFB0,582A,E5A0AA
3117,勘,BFB1,52D8,E58B98
3118,坎,BFB2,574E,E59D8E
3119,砍,BFB3,780D,E7A08D
3120,看,BFB4,770B,E79C8B
3121,康,BFB5,5EB7,E5BAB7
3122,慷,BFB6,6177,E685B7
3123,糠,BFB7,7CE0,E7B3A0
3124,扛,BFB8,625B,E6899B
3125,抗,BFB9,6297,E68A97
3126,亢,BFBA,4EA2,E4BAA2
3127,炕,BFBB,7095,E78295
3128,考,BFBC,8003,E88083
3129,拷,BFBD,62F7,E68BB7
3130,烤,BFBE,70E4,E783A4
3131,靠,BFBF,9760,E99DA0
3132,坷,BFC0,5777,E59DB7
3133,苛,BFC1,82DB,E88B9B
3134,柯,BFC2,67EF,E69FAF
3135,棵,BFC3,68F5,E6A3B5
3136,磕,BFC4,78D5,E7A395
3137,颗,BFC5,9897,E9A297
3138,科,BFC6,79D1,E7A791
3139,壳,BFC7,58F3,E5A3B3
3140,咳,BFC8,54B3,E592B3
3141,可,BFC9,53EF,E58FAF
3142,渴,BFCA,6E34,E6B8B4
3143,克,BFCB,514B,E5858B
3144,刻,BFCC,523B,E588BB
3145,客,BFCD,5BA2,E5AEA2
3146,课,BFCE,8BFE,E8AFBE
3147,肯,BFCF,80AF,E882AF
3148,啃,BFD0,5543,E59583
3149,垦,BFD1,57A6,E59EA6
3150,恳,BFD2,6073,E681B3
3151,坑,BFD3,5751,E59D91
3152,吭,BFD4,542D,E590AD
3153,空,BFD5,7A7A,E7A9BA
3154,恐,BFD6,6050,E68190
3155,孔,BFD7,5B54,E5AD94
3156,控,BFD8,63A7,E68EA7
3157,抠,BFD9,62A0,E68AA0
3158,口,BFDA,53E3,E58FA3
3159,扣,BFDB,6263,E689A3
3160,寇,BFDC,5BC7,E5AF87
3161,枯,BFDD,67AF,E69EAF
3162,哭,BFDE,54ED,E593AD
3163,窟,BFDF,7A9F,E7AA9F
3164,苦,BFE0,82E6,E88BA6
3165,酷,BFE1,9177,E985B7
3166,库,BFE2,5E93,E5BA93
3167,裤,BFE3,88E4,E8A3A4
3168,夸,BFE4,5938,E5A4B8
3169,垮,BFE5,57AE,E59EAE
3170,挎,BFE6,630E,E68C8E
3171,跨,BFE7,8DE8,E8B7A8
3172,胯,BFE8,80EF,E883AF
3173,块,BFE9,5757,E59D97
3174,筷,BFEA,7B77,E7ADB7
3175,侩,BFEB,4FA9,E4BEA9
3176,快,BFEC,5FEB,E5BFAB
3177,宽,BFED,5BBD,E5AEBD
3178,款,BFEE,6B3E,E6ACBE
3179,匡,BFEF,5321,E58CA1
3180,筐,BFF0,7B50,E7AD90
3181,狂,BFF1,72C2,E78B82
3182,框,BFF2,6846,E6A186
3183,矿,BFF3,77FF,E79FBF
3184,眶,BFF4,7736,E79CB6
3185,旷,BFF5,65F7,E697B7
3186,况,BFF6,51B5,E586B5
3187,亏,BFF7,4E8F,E4BA8F
3188,盔,BFF8,76D4,E79B94
3189,岿,BFF9,5CBF,E5B2BF
3190,窥,BFFA,7AA5,E7AAA5
3191,葵,BFFB,8475,E891B5
3192,奎,BFFC,594E,E5A58E
3193,魁,BFFD,9B41,E9AD81
3194,傀,BFFE,5080,E58280
3201,馈,C0A1,9988,E9A688
3202,愧,C0A2,6127,E684A7
3203,溃,C0A3,6E83,E6BA83
3204,坤,C0A4,5764,E59DA4
3205,昆,C0A5,6606,E69886
3206,捆,C0A6,6346,E68D86
3207,困,C0A7,56F0,E59BB0
3208,括,C0A8,62EC,E68BAC
3209,扩,C0A9,6269,E689A9
3210,廓,C0AA,5ED3,E5BB93
3211,阔,C0AB,9614,E99894
3212,垃,C0AC,5783,E59E83
3213,拉,C0AD,62C9,E68B89
3214,喇,C0AE,5587,E59687
3215,蜡,C0AF,8721,E89CA1
3216,腊,C0B0,814A,E8858A
3217,辣,C0B1,8FA3,E8BEA3
3218,啦,C0B2,5566,E595A6
3219,莱,C0B3,83B1,E88EB1
3220,来,C0B4,6765,E69DA5
3221,赖,C0B5,8D56,E8B596
3222,蓝,C0B6,84DD,E8939D
3223,婪,C0B7,5A6A,E5A9AA
3224,栏,C0B8,680F,E6A08F
3225,拦,C0B9,62E6,E68BA6
3226,篮,C0BA,7BEE,E7AFAE
3227,阑,C0BB,9611,E99891
3228,兰,C0BC,5170,E585B0
3229,澜,C0BD,6F9C,E6BE9C
3230,谰,C0BE,8C30,E8B0B0
3231,揽,C0BF,63FD,E68FBD
3232,览,C0C0,89C8,E8A788
3233,懒,C0C1,61D2,E68792
3234,缆,C0C2,7F06,E7BC86
3235,烂,C0C3,70C2,E78382
3236,滥,C0C4,6EE5,E6BBA5
3237,琅,C0C5,7405,E79085
3238,榔,C0C6,6994,E6A694
3239,狼,C0C7,72FC,E78BBC
3240,廊,C0C8,5ECA,E5BB8A
3241,郎,C0C9,90CE,E9838E
3242,朗,C0CA,6717,E69C97
3243,浪,C0CB,6D6A,E6B5AA
3244,捞,C0CC,635E,E68D9E
3245,劳,C0CD,52B3,E58AB3
3246,牢,C0CE,7262,E789A2
3247,老,C0CF,8001,E88081
3248,佬,C0D0,4F6C,E4BDAC
3249,姥,C0D1,59E5,E5A7A5
3250,酪,C0D2,916A,E985AA
3251,烙,C0D3,70D9,E78399
3252,涝,C0D4,6D9D,E6B69D
3253,勒,C0D5,52D2,E58B92
3254,乐,C0D6,4E50,E4B990
3255,雷,C0D7,96F7,E99BB7
3256,镭,C0D8,956D,E995AD
3257,蕾,C0D9,857E,E895BE
3258,磊,C0DA,78CA,E7A38A
3259,累,C0DB,7D2F,E7B4AF
3260,儡,C0DC,5121,E584A1
3261,垒,C0DD,5792,E59E92
3262,擂,C0DE,64C2,E69382
3263,肋,C0DF,808B,E8828B
3264,类,C0E0,7C7B,E7B1BB
3265,泪,C0E1,6CEA,E6B3AA
3266,棱,C0E2,68F1,E6A3B1
3267,楞,C0E3,695E,E6A59E
3268,冷,C0E4,51B7,E586B7
3269,厘,C0E5,5398,E58E98
3270,梨,C0E6,68A8,E6A2A8
3271,犁,C0E7,7281,E78A81
3272,黎,C0E8,9ECE,E9BB8E
3273,篱,C0E9,7BF1,E7AFB1
3274,狸,C0EA,72F8,E78BB8
3275,离,C0EB,79BB,E7A6BB
3276,漓,C0EC,6F13,E6BC93
3277,理,C0ED,7406,E79086
3278,李,C0EE,674E,E69D8E
3279,里,C0EF,91CC,E9878C
3280,鲤,C0F0,9CA4,E9B2A4
3281,礼,C0F1,793C,E7A4BC
3282,莉,C0F2,8389,E88E89
3283,荔,C0F3,8354,E88D94
3284,吏,C0F4,540F,E5908F
3285,栗,C0F5,6817,E6A097
3286,丽,C0F6,4E3D,E4B8BD
3287,厉,C0F7,5389,E58E89
3288,励,C0F8,52B1,E58AB1
3289,砾,C0F9,783E,E7A0BE
3290,历,C0FA,5386,E58E86
3291,利,C0FB,5229,E588A9
3292,傈,C0FC,5088,E58288
3293,例,C0FD,4F8B,E4BE8B
3294,俐,C0FE,4FD0,E4BF90
3301,痢,C1A1,75E2,E797A2
3302,立,C1A2,7ACB,E7AB8B
3303,粒,C1A3,7C92,E7B292
3304,沥,C1A4,6CA5,E6B2A5
3305,隶,C1A5,96B6,E99AB6
3306,力,C1A6,529B,E58A9B
3307,璃,C1A7,7483,E79283
3308,哩,C1A8,54E9,E593A9
3309,俩,C1A9,4FE9,E4BFA9
3310,联,C1AA,8054,E88194
3311,莲,C1AB,83B2,E88EB2
3312,连,C1AC,8FDE,E8BF9E
3313,镰,C1AD,9570,E995B0
3314,廉,C1AE,5EC9,E5BB89
3315,怜,C1AF,601C,E6809C
3316,涟,C1B0,6D9F,E6B69F
3317,帘,C1B1,5E18,E5B898
3318,敛,C1B2,655B,E6959B
3319,脸,C1B3,8138,E884B8
3320,链,C1B4,94FE,E993BE
3321,恋,C1B5,604B,E6818B
3322,炼,C1B6,70BC,E782BC
3323,练,C1B7,7EC3,E7BB83
3324,粮,C1B8,7CAE,E7B2AE
3325,凉,C1B9,51C9,E58789
3326,梁,C1BA,6881,E6A281
3327,粱,C1BB,7CB1,E7B2B1
3328,良,C1BC,826F,E889AF
3329,两,C1BD,4E24,E4B8A4
3330,辆,C1BE,8F86,E8BE86
3331,量,C1BF,91CF,E9878F
3332,晾,C1C0,667E,E699BE
3333,亮,C1C1,4EAE,E4BAAE
3334,谅,C1C2,8C05,E8B085
3335,撩,C1C3,64A9,E692A9
3336,聊,C1C4,804A,E8818A
3337,僚,C1C5,50DA,E5839A
3338,疗,C1C6,7597,E79697
3339,燎,C1C7,71CE,E7878E
3340,寥,C1C8,5BE5,E5AFA5
3341,辽,C1C9,8FBD,E8BEBD
3342,潦,C1CA,6F66,E6BDA6
3343,了,C1CB,4E86,E4BA86
3344,撂,C1CC,6482,E69282
3345,镣,C1CD,9563,E995A3
3346,廖,C1CE,5ED6,E5BB96
3347,料,C1CF,6599,E69699
3348,列,C1D0,5217,E58897
3349,裂,C1D1,88C2,E8A382
3350,烈,C1D2,70C8,E78388
3351,劣,C1D3,52A3,E58AA3
3352,猎,C1D4,730E,E78C8E
3353,琳,C1D5,7433,E790B3
3354,林,C1D6,6797,E69E97
3355,磷,C1D7,78F7,E7A3B7
3356,霖,C1D8,9716,E99C96
3357,临,C1D9,4E34,E4B8B4
3358,邻,C1DA,90BB,E982BB
3359,鳞,C1DB,9CDE,E9B39E
3360,淋,C1DC,6DCB,E6B78B
3361,凛,C1DD,51DB,E5879B
3362,赁,C1DE,8D41,E8B581
3363,吝,C1DF,541D,E5909D
3364,拎,C1E0,62CE,E68B8E
3365,玲,C1E1,73B2,E78EB2
3366,菱,C1E2,83F1,E88FB1
3367,零,C1E3,96F6,E99BB6
3368,龄,C1E4,9F84,E9BE84
3369,铃,C1E5,94C3,E99383
3370,伶,C1E6,4F36,E4BCB6
3371,羚,C1E7,7F9A,E7BE9A
3372,凌,C1E8,51CC,E5878C
3373,灵,C1E9,7075,E781B5
3374,陵,C1EA,9675,E999B5
3375,岭,C1EB,5CAD,E5B2AD
3376,领,C1EC,9886,E9A286
3377,另,C1ED,53E6,E58FA6
3378,令,C1EE,4EE4,E4BBA4
3379,溜,C1EF,6E9C,E6BA9C
3380,琉,C1F0,7409,E79089
3381,榴,C1F1,69B4,E6A6B4
3382,硫,C1F2,786B,E7A1AB
3383,馏,C1F3,998F,E9A68F
3384,留,C1F4,7559,E79599
3385,刘,C1F5,5218,E58898
3386,瘤,C1F6,7624,E798A4
3387,流,C1F7,6D41,E6B581
3388,柳,C1F8,67F3,E69FB3
3389,六,C1F9,516D,E585AD
3390,龙,C1FA,9F99,E9BE99
3391,聋,C1FB,804B,E8818B
3392,咙,C1FC,5499,E59299
3393,笼,C1FD,7B3C,E7ACBC
3394,窿,C1FE,7ABF,E7AABF
3401,隆,C2A1,9686,E99A86
3402,垄,C2A2,5784,E59E84
3403,拢,C2A3,62E2,E68BA2
3404,陇,C2A4,9647,E99987
3405,楼,C2A5,697C,E6A5BC
3406,娄,C2A6,5A04,E5A884
3407,搂,C2A7,6402,E69082
3408,篓,C2A8,7BD3,E7AF93
3409,漏,C2A9,6F0F,E6BC8F
3410,陋,C2AA,964B,E9998B
3411,芦,C2AB,82A6,E88AA6
3412,卢,C2AC,5362,E58DA2
3413,颅,C2AD,9885,E9A285
3414,庐,C2AE,5E90,E5BA90
3415,炉,C2AF,7089,E78289
3416,掳,C2B0,63B3,E68EB3
3417,卤,C2B1,5364,E58DA4
3418,虏,C2B2,864F,E8998F
3419,鲁,C2B3,9C81,E9B281
3420,麓,C2B4,9E93,E9BA93
3421,碌,C2B5,788C,E7A28C
3422,露,C2B6,9732,E99CB2
3423,路,C2B7,8DEF,E8B7AF
3424,赂,C2B8,8D42,E8B582
3425,鹿,C2B9,9E7F,E9B9BF
3426,潞,C2BA,6F5E,E6BD9E
3427,禄,C2BB,7984,E7A684
3428,录,C2BC,5F55,E5BD95
3429,陆,C2BD,9646,E99986
3430,戮,C2BE,622E,E688AE
3431,驴,C2BF,9A74,E9A9B4
3432,吕,C2C0,5415,E59095
3433,铝,C2C1,94DD,E9939D
3434,侣,C2C2,4FA3,E4BEA3
3435,旅,C2C3,65C5,E69785
3436,履,C2C4,5C65,E5B1A5
3437,屡,C2C5,5C61,E5B1A1
3438,缕,C2C6,7F15,E7BC95
3439,虑,C2C7,8651,E89991
3440,氯,C2C8,6C2F,E6B0AF
3441,律,C2C9,5F8B,E5BE8B
3442,率,C2CA,7387,E78E87
3443,滤,C2CB,6EE4,E6BBA4
3444,绿,C2CC,7EFF,E7BBBF
3445,峦,C2CD,5CE6,E5B3A6
3446,挛,C2CE,631B,E68C9B
3447,孪,C2CF,5B6A,E5ADAA
3448,滦,C2D0,6EE6,E6BBA6
3449,卵,C2D1,5375,E58DB5
3450,乱,C2D2,4E71,E4B9B1
3451,掠,C2D3,63A0,E68EA0
3452,略,C2D4,7565,E795A5
3453,抡,C2D5,62A1,E68AA1
3454,轮,C2D6,8F6E,E8BDAE
3455,伦,C2D7,4F26,E4BCA6
3456,仑,C2D8,4ED1,E4BB91
3457,沦,C2D9,6CA6,E6B2A6
3458,纶,C2DA,7EB6,E7BAB6
3459,论,C2DB,8BBA,E8AEBA
3460,萝,C2DC,841D,E8909D
3461,螺,C2DD,87BA,E89EBA
3462,罗,C2DE,7F57,E7BD97
3463,逻,C2DF,903B,E980BB
3464,锣,C2E0,9523,E994A3
3465,箩,C2E1,7BA9,E7AEA9
3466,骡,C2E2,9AA1,E9AAA1
3467,裸,C2E3,88F8,E8A3B8
3468,落,C2E4,843D,E890BD
3469,洛,C2E5,6D1B,E6B49B
3470,骆,C2E6,9A86,E9AA86
3471,络,C2E7,7EDC,E7BB9C
3472,妈,C2E8,5988,E5A688
3473,麻,C2E9,9EBB,E9BABB
3474,玛,C2EA,739B,E78E9B
3475,码,C2EB,7801,E7A081
3476,蚂,C2EC,8682,E89A82
3477,马,C2ED,9A6C,E9A9AC
3478,骂,C2EE,9A82,E9AA82
3479,嘛,C2EF,561B,E5989B
3480,吗,C2F0,5417,E59097
3481,埋,C2F1,57CB,E59F8B
3482,买,C2F2,4E70,E4B9B0
3483,麦,C2F3,9EA6,E9BAA6
3484,卖,C2F4,5356,E58D96
3485,迈,C2F5,8FC8,E8BF88
3486,脉,C2F6,8109,E88489
3487,瞒,C2F7,7792,E79E92
3488,馒,C2F8,9992,E9A692
3489,蛮,C2F9,86EE,E89BAE
3490,满,C2FA,6EE1,E6BBA1
3491,蔓,C2FB,8513,E89493
3492,曼,C2FC,66FC,E69BBC
3493,慢,C2FD,6162,E685A2
3494,漫,C2FE,6F2B,E6BCAB
3501,谩,C3A1,8C29,E8B0A9
3502,芒,C3A2,8292,E88A92
3503,茫,C3A3,832B,E88CAB
3504,盲,C3A4,76F2,E79BB2
3505,氓,C3A5,6C13,E6B093
3506,忙,C3A6,5FD9,E5BF99
3507,莽,C3A7,83BD,E88EBD
3508,猫,C3A8,732B,E78CAB
3509,茅,C3A9,8305,E88C85
3510,锚,C3AA,951A,E9949A
3511,毛,C3AB,6BDB,E6AF9B
3512,矛,C3AC,77DB,E79F9B
3513,铆,C3AD,94C6,E99386
3514,卯,C3AE,536F,E58DAF
3515,茂,C3AF,8302,E88C82
3516,冒,C3B0,5192,E58692
3517,帽,C3B1,5E3D,E5B8BD
3518,貌,C3B2,8C8C,E8B28C
3519,贸,C3B3,8D38,E8B4B8
3520,么,C3B4,4E48,E4B988
3521,玫,C3B5,73AB,E78EAB
3522,枚,C3B6,679A,E69E9A
3523,梅,C3B7,6885,E6A285
3524,酶,C3B8,9176,E985B6
3525,霉,C3B9,9709,E99C89
3526,煤,C3BA,7164,E785A4
3527,没,C3BB,6CA1,E6B2A1
3528,眉,C3BC,7709,E79C89
3529,媒,C3BD,5A92,E5AA92
3530,镁,C3BE,9541,E99581
3531,每,C3BF,6BCF,E6AF8F
3532,美,C3C0,7F8E,E7BE8E
3533,昧,C3C1,6627,E698A7
3534,寐,C3C2,5BD0,E5AF90
3535,妹,C3C3,59B9,E5A6B9
3536,媚,C3C4,5A9A,E5AA9A
3537,门,C3C5,95E8,E997A8
3538,闷,C3C6,95F7,E997B7
3539,们,C3C7,4EEC,E4BBAC
3540,萌,C3C8,840C,E8908C
3541,蒙,C3C9,8499,E89299
3542,檬,C3CA,6AAC,E6AAAC
3543,盟,C3CB,76DF,E79B9F
3544,锰,C3CC,9530,E994B0
3545,猛,C3CD,731B,E78C9B
3546,梦,C3CE,68A6,E6A2A6
3547,孟,C3CF,5B5F,E5AD9F
3548,眯,C3D0,772F,E79CAF
3549,醚,C3D1,919A,E9869A
3550,靡,C3D2,9761,E99DA1
3551,糜,C3D3,7CDC,E7B39C
3552,迷,C3D4,8FF7,E8BFB7
3553,谜,C3D5,8C1C,E8B09C
3554,弥,C3D6,5F25,E5BCA5
3555,米,C3D7,7C73,E7B1B3
3556,秘,C3D8,79D8,E7A798
3557,觅,C3D9,89C5,E8A785
3558,泌,C3DA,6CCC,E6B38C
3559,蜜,C3DB,871C,E89C9C
3560,密,C3DC,5BC6,E5AF86
3561,幂,C3DD,5E42,E5B982
3562,棉,C3DE,68C9,E6A389
3563,眠,C3DF,7720,E79CA0
3564,绵,C3E0,7EF5,E7BBB5
3565,冕,C3E1,5195,E58695
3566,免,C3E2,514D,E5858D
3567,勉,C3E3,52C9,E58B89
3568,娩,C3E4,5A29,E5A8A9
3569,缅,C3E5,7F05,E7BC85
3570,面,C3E6,9762,E99DA2
3571,苗,C3E7,82D7,E88B97
3572,描,C3E8,63CF,E68F8F
3573,瞄,C3E9,7784,E79E84
3574,藐,C3EA,85D0,E89790
3575,秒,C3EB,79D2,E7A792
3576,渺,C3EC,6E3A,E6B8BA
3577,庙,C3ED,5E99,E5BA99
3578,妙,C3EE,5999,E5A699
3579,蔑,C3EF,8511,E89491
3580,灭,C3F0,706D,E781AD
3581,民,C3F1,6C11,E6B091
3582,抿,C3F2,62BF,E68ABF
3583,皿,C3F3,76BF,E79ABF
3584,敏,C3F4,654F,E6958F
3585,悯,C3F5,60AF,E682AF
3586,闽,C3F6,95FD,E997BD
3587,明,C3F7,660E,E6988E
3588,螟,C3F8,879F,E89E9F
3589,鸣,C3F9,9E23,E9B8A3
3590,铭,C3FA,94ED,E993AD
3591,名,C3FB,540D,E5908D
3592,命,C3FC,547D,E591BD
3593,谬,C3FD,8C2C,E8B0AC
3594,摸,C3FE,6478,E691B8
3601,摹,C4A1,6479,E691B9
3602,蘑,C4A2,8611,E89891
3603,模,C4A3,6A21,E6A8A1
3604,膜,C4A4,819C,E8869C
3605,磨,C4A5,78E8,E7A3A8
3606,摩,C4A6,6469,E691A9
3607,魔,C4A7,9B54,E9AD94
3608,抹,C4A8,62B9,E68AB9
3609,末,C4A9,672B,E69CAB
3610,莫,C4AA,83AB,E88EAB
3611,墨,C4AB,58A8,E5A2A8
3612,默,C4AC,9ED8,E9BB98
3613,沫,C4AD,6CAB,E6B2AB
3614,漠,C4AE,6F20,E6BCA0
3615,寞,C4AF,5BDE,E5AF9E
3616,陌,C4B0,964C,E9998C
3617,谋,C4B1,8C0B,E8B08B
3618,牟,C4B2,725F,E7899F
3619,某,C4B3,67D0,E69F90
3620,拇,C4B4,62C7,E68B87
3621,牡,C4B5,7261,E789A1
3622,亩,C4B6,4EA9,E4BAA9
3623,姆,C4B7,59C6,E5A786
3624,母,C4B8,6BCD,E6AF8D
3625,墓,C4B9,5893,E5A293
3626,暮,C4BA,66AE,E69AAE
3627,幕,C4BB,5E55,E5B995
3628,募,C4BC,52DF,E58B9F
3629,慕,C4BD,6155,E68595
3630,木,C4BE,6728,E69CA8
3631,目,C4BF,76EE,E79BAE
3632,睦,C4C0,7766,E79DA6
3633,牧,C4C1,7267,E789A7
3634,穆,C4C2,7A46,E7A986
3635,拿,C4C3,62FF,E68BBF
3636,哪,C4C4,54EA,E593AA
3637,呐,C4C5,5450,E59190
3638,钠,C4C6,94A0,E992A0
3639,那,C4C7,90A3,E982A3
3640,娜,C4C8,5A1C,E5A89C
3641,纳,C4C9,7EB3,E7BAB3
3642,氖,C4CA,6C16,E6B096
3643,乃,C4CB,4E43,E4B983
3644,奶,C4CC,5976,E5A5B6
3645,耐,C4CD,8010,E88090
3646,奈,C4CE,5948,E5A588
3647,南,C4CF,5357,E58D97
3648,男,C4D0,7537,E794B7
3649,难,C4D1,96BE,E99ABE
3650,囊,C4D2,56CA,E59B8A
3651,挠,C4D3,6320,E68CA0
3652,脑,C4D4,8111,E88491
3653,恼,C4D5,607C,E681BC
3654,闹,C4D6,95F9,E997B9
3655,淖,C4D7,6DD6,E6B796
3656,呢,C4D8,5462,E591A2
3657,馁,C4D9,9981,E9A681
3658,内,C4DA,5185,E58685
3659,嫩,C4DB,5AE9,E5ABA9
3660,能,C4DC,80FD,E883BD
3661,妮,C4DD,59AE,E5A6AE
3662,霓,C4DE,9713,E99C93
3663,倪,C4DF,502A,E580AA
3664,泥,C4E0,6CE5,E6B3A5
3665,尼,C4E1,5C3C,E5B0BC
3666,拟,C4E2,62DF,E68B9F
3667,你,C4E3,4F60,E4BDA0
3668,匿,C4E4,533F,E58CBF
3669,腻,C4E5,817B,E885BB
3670,逆,C4E6,9006,E98086
3671,溺,C4E7,6EBA,E6BABA
3672,蔫,C4E8,852B,E894AB
3673,拈,C4E9,62C8,E68B88
3674,年,C4EA,5E74,E5B9B4
3675,碾,C4EB,78BE,E7A2BE
3676,撵,C4EC,64B5,E692B5
3677,捻,C4ED,637B,E68DBB
3678,念,C4EE,5FF5,E5BFB5
3679,娘,C4EF,5A18,E5A898
3680,酿,C4F0,917F,E985BF
3681,鸟,C4F1,9E1F,E9B89F
3682,尿,C4F2,5C3F,E5B0BF
3683,捏,C4F3,634F,E68D8F
3684,聂,C4F4,8042,E88182
3685,孽,C4F5,5B7D,E5ADBD
3686,啮,C4F6,556E,E595AE
3687,镊,C4F7,954A,E9958A
3688,镍,C4F8,954D,E9958D
3689,涅,C4F9,6D85,E6B685
3690,您,C4FA,60A8,E682A8
3691,柠,C4FB,67E0,E69FA0
3692,狞,C4FC,72DE,E78B9E
3693,凝,C4FD,51DD,E5879D
3694,宁,C4FE,5B81,E5AE81
3701,拧,C5A1,62E7,E68BA7
3702,泞,C5A2,6CDE,E6B39E
3703,牛,C5A3,725B,E7899B
3704,扭,C5A4,626D,E689AD
3705,钮,C5A5,94AE,E992AE
3706,纽,C5A6,7EBD,E7BABD
3707,脓,C5A7,8113,E88493
3708,浓,C5A8,6D53,E6B593
3709,农,C5A9,519C,E5869C
3710,弄,C5AA,5F04,E5BC84
3711,奴,C5AB,5974,E5A5B4
3712,努,C5AC,52AA,E58AAA
3713,怒,C5AD,6012,E68092
3714,女,C5AE,5973,E5A5B3
3715,暖,C5AF,6696,E69A96
3716,虐,C5B0,8650,E89990
3717,疟,C5B1,759F,E7969F
3718,挪,C5B2,632A,E68CAA
3719,懦,C5B3,61E6,E687A6
3720,糯,C5B4,7CEF,E7B3AF
3721,诺,C5B5,8BFA,E8AFBA
3722,哦,C5B6,54E6,E593A6
3723,欧,C5B7,6B27,E6ACA7
3724,鸥,C5B8,9E25,E9B8A5
3725,殴,C5B9,6BB4,E6AEB4
3726,藕,C5BA,85D5,E89795
3727,呕,C5BB,5455,E59195
3728,偶,C5BC,5076,E581B6
3729,沤,C5BD,6CA4,E6B2A4
3730,啪,C5BE,556A,E595AA
3731,趴,C5BF,8DB4,E8B6B4
3732,爬,C5C0,722C,E788AC
3733,帕,C5C1,5E15,E5B895
3734,怕,C5C2,6015,E68095
3735,琶,C5C3,7436,E790B6
3736,拍,C5C4,62CD,E68B8D
3737,排,C5C5,6392,E68E92
3738,牌,C5C6,724C,E7898C
3739,徘,C5C7,5F98,E5BE98
3740,湃,C5C8,6E43,E6B983
3741,派,C5C9,6D3E,E6B4BE
3742,攀,C5CA,6500,E69480
3743,潘,C5CB,6F58,E6BD98
3744,盘,C5CC,76D8,E79B98
3745,磐,C5CD,78D0,E7A390
3746,盼,C5CE,76FC,E79BBC
3747,畔,C5CF,7554,E79594
3748,判,C5D0,5224,E588A4
3749,叛,C5D1,53DB,E58F9B
3750,乓,C5D2,4E53,E4B993
3751,庞,C5D3,5E9E,E5BA9E
3752,旁,C5D4,65C1,E69781
3753,耪,C5D5,802A,E880AA
3754,胖,C5D6,80D6,E88396
3755,抛,C5D7,629B,E68A9B
3756,咆,C5D8,5486,E59286
3757,刨,C5D9,5228,E588A8
3758,炮,C5DA,70AE,E782AE
3759,袍,C5DB,888D,E8A28D
3760,跑,C5DC,8DD1,E8B791
3761,泡,C5DD,6CE1,E6B3A1
3762,呸,C5DE,5478,E591B8
3763,胚,C5DF,80DA,E8839A
3764,培,C5E0,57F9,E59FB9
3765,裴,C5E1,88F4,E8A3B4
3766,赔,C5E2,8D54,E8B594
3767,陪,C5E3,966A,E999AA
3768,配,C5E4,914D,E9858D
3769,佩,C5E5,4F69,E4BDA9
3770,沛,C5E6,6C9B,E6B29B
3771,喷,C5E7,55B7,E596B7
3772,盆,C5E8,76C6,E79B86
3773,砰,C5E9,7830,E7A0B0
3774,抨,C5EA,62A8,E68AA8
3775,烹,C5EB,70F9,E783B9
3776,澎,C5EC,6F8E,E6BE8E
3777,彭,C5ED,5F6D,E5BDAD
3778,蓬,C5EE,84EC,E893AC
3779,棚,C5EF,68DA,E6A39A
3780,硼,C5F0,787C,E7A1BC
3781,篷,C5F1,7BF7,E7AFB7
